,feature0,feature1,feature2,feature3_1,feature3_2,feature3_3,feature3_4,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20_0,feature20_1,feature20_2,feature20_3,feature20_4,feature20_5,feature20_6,feature20_7,feature28_0,feature28_1,feature28_2,feature28_3,feature28_4,feature28_5,feature28_6,feature28_7,feature36_0,feature36_1,feature36_2,feature36_3,feature36_4,feature36_5,feature36_6,feature36_7,feature60,feature61_0,feature61_1,feature61_2,feature61_3,feature61_4,feature61_5,feature61_6,feature61_7,feature69_0,feature69_1,feature69_2,feature69_3,feature69_4,feature69_5,feature69_6,1,2,3,4,5,6
10,786.7241176470587,19.437352941176467,3.9533823529411762,22.014705882352942,0.0,0.4852941176470588,1429.6470588235295,0.03852941176470588,10.590294117647062,358036.51470588235,246.4264705882353,1452.5441176470588,13.038235294117648,4.0,19.86029411764707,-61.901764705882385,12.367647058823529,13.970588235294118,13.029411764705882,13.117647058823529,13.117647058823529,15.985294117647058,11.808823529411764,12.794117647058824,-69.26602941176472,-68.01205882352944,-69.29926470588236,-69.61955882352943,-68.21279411764708,-67.73294117647059,-68.41647058823531,-67.5283823529412,-74.21661764705884,-72.93279411764709,-74.56676470588239,-74.63426470588237,-72.28514705882355,-72.25088235294119,-72.82955882352945,-72.0794117647059,-69.19205882352946,13.359558823529413,14.080735294117645,12.734558823529419,13.044558823529412,14.21794117647059,14.008970588235293,14.753529411764704,14.401029411764709,12.015441176470588,13.90720588235294,11.5175,11.891617647058819,13.877352941176476,14.248235294117647,14.458235294117648,0.0,0.0,0.0,0.0,0.0,0.0
11,384.6111111111111,13.286666666666669,3.1722222222222225,21.77777777777778,564.0,0.0,853.5555555555555,0.0,9.452222222222222,353164.1111111111,245.33333333333334,1439.3333333333333,10.74888888888889,3.111111111111111,20.586666666666662,-72.05777777777777,12.777777777777779,14.666666666666666,9.222222222222221,12.11111111111111,11.333333333333334,16.22222222222222,12.777777777777779,12.666666666666666,-79.51555555555555,-80.45888888888888,-78.59222222222222,-78.33444444444444,-77.42333333333335,-82.28666666666668,-81.0788888888889,-80.02333333333334,-86.34666666666668,-86.66666666666667,-83.19444444444444,-81.47222222222223,-83.10555555555555,-88.36222222222221,-88.83333333333333,-84.19,-82.65555555555555,9.408888888888889,8.036666666666669,9.245555555555553,9.98111111111111,12.994444444444444,7.043333333333334,6.584444444444445,8.854444444444445,8.523333333333333,6.61888888888889,9.97888888888889,11.639999999999999,12.299999999999999,6.333333333333333,3.07,0.0,0.0,0.0,0.0,0.0,0.0
12,450.0491666666666,16.84208333333333,2.7975000000000008,24.125,505.875,446.5,348.0833333333333,0.010416666666666666,8.714166666666666,328010.75,247.41666666666666,1325.375,11.635833333333336,2.7083333333333335,1.135833333333333,-85.89833333333335,17.708333333333332,16.833333333333332,19.25,9.833333333333334,19.0,18.791666666666668,19.25,18.708333333333332,-96.93458333333336,-97.455,-99.11083333333335,-98.26750000000003,-97.04125000000003,-98.36166666666668,-96.14041666666667,-96.76333333333334,-97.46958333333333,-97.53958333333334,-99.41958333333336,-99.58708333333334,-99.04833333333335,-100.08166666666669,-98.35208333333333,-97.51833333333336,-91.48083333333335,-4.743333333333333,-5.198333333333333,-4.8725000000000005,-2.823749999999999,-5.159166666666667,-7.875416666666666,-3.4883333333333337,-4.840833333333333,-3.6616666666666666,-4.245833333333333,-4.985416666666667,-2.7062500000000003,-5.992916666666667,-8.867083333333333,-4.843333333333334,0.0,0.0,0.0,0.0,0.0,0.0
13,103.69944444444445,12.592777777777776,1.2527777777777775,1043.611111111111,255.94444444444446,39.77777777777778,5.5,0.9472222222222221,11.325000000000001,330367.1111111111,245.38888888888889,1345.888888888889,11.29277777777778,1.1666666666666667,0.805,-80.87111111111113,17.944444444444443,17.666666666666668,15.722222222222221,16.11111111111111,16.833333333333332,16.666666666666668,14.666666666666666,15.166666666666666,-86.10555555555555,-85.9627777777778,-85.53944444444444,-86.89666666666669,-86.51111111111112,-86.29111111111112,-86.01499999999997,-86.46000000000001,-90.80555555555554,-89.63055555555557,-92.32777777777778,-90.15444444444445,-92.75444444444445,-91.24888888888891,-91.265,-91.64722222222223,-81.53666666666669,-6.186666666666667,-6.346666666666668,-1.5061111111111112,-2.7222222222222223,-1.507777777777778,-2.6805555555555554,-1.33,-1.9755555555555562,-6.82888888888889,-6.3999999999999995,-4.476111111111113,-2.704444444444445,-4.152777777777778,-4.931111111111111,-2.9544444444444453,0.0,0.0,0.0,0.0,0.0,0.0
14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
15,211.42699999999996,14.338,1.592,527.9,822.0,0.0,0.0,0.38499999999999995,9.548,334011.6,247.3,1350.2,13.931000000000001,1.6,16.253,-65.241,20.0,15.3,12.3,17.0,18.2,20.6,18.3,16.3,-80.233,-82.863,-86.801,-77.487,-86.39999999999998,-87.144,-85.98200000000001,-75.32000000000001,-83.975,-86.19500000000002,-91.32,-80.869,-91.30699999999999,-92.70099999999998,-91.55800000000002,-78.962,-75.728,4.351000000000001,-1.9890000000000003,-7.252,2.812999999999999,-10.258,-5.35,-9.094,5.564,4.519,-0.9810000000000001,-7.827000000000001,3.9889999999999994,-9.531,-8.106,-8.830000000000002,0.0,0.0,0.0,0.0,0.0,0.0
16,370.3081632653061,18.445918367346938,1.973673469387755,36.183673469387756,1302.9795918367347,0.0,0.0,0.008775510204081632,9.031836734693877,330291.4285714286,246.6122448979592,1339.408163265306,14.288775510204083,1.9591836734693877,4.727551020408163,-71.25959183673471,17.46938775510204,18.3265306122449,14.959183673469388,17.897959183673468,15.795918367346939,17.102040816326532,17.224489795918366,17.387755102040817,-86.27795918367347,-87.1730612244898,-87.70653061224489,-86.15448979591838,-80.50306122448983,-86.82244897959184,-84.21163265306124,-84.39714285714288,-86.7883673469388,-89.42734693877554,-89.45285714285714,-87.6683673469388,-82.4626530612245,-89.33653061224493,-86.90040816326534,-86.60510204081633,-73.88510204081636,-5.943673469387755,-8.84673469387755,-10.74204081632653,-9.29816326530612,-2.473877551020409,-10.455510204081632,-7.2957142857142845,-6.282857142857143,-5.1138775510204075,-9.694285714285714,-11.12673469387755,-9.336530612244896,-2.7438775510204083,-10.926326530612245,-8.821836734693877,0.0,0.0,0.0,0.0,0.0,0.0
17,757.2666666666671,18.368235294117646,3.9523529411764695,22.098039215686274,0.0,2.3137254901960786,1438.7450980392157,0.003529411764705882,9.778627450980391,360446.862745098,246.1764705882353,1463.9803921568628,12.840980392156862,4.0,21.413725490196075,-61.65254901960788,12.705882352941176,15.333333333333334,11.627450980392156,13.019607843137255,16.568627450980394,15.549019607843137,15.117647058823529,14.980392156862745,-70.6250980392157,-70.21058823529414,-70.99705882352941,-70.35039215686277,-70.26666666666668,-71.57333333333334,-70.55039215686277,-70.07803921568629,-71.87784313725493,-71.39215686274511,-71.94980392156864,-70.40117647058824,-71.16882352941177,-71.54882352941178,-71.56431372549021,-70.42254901960784,-69.52705882352944,13.112352941176471,11.811960784313722,11.602745098039216,14.440588235294113,12.858431372549017,11.525490196078428,12.850784313725487,13.633921568627452,12.485098039215686,11.332352941176469,11.837647058823528,14.98803921568627,12.62980392156863,12.04627450980392,12.392156862745098,0.0,0.0,0.0,0.0,0.0,0.0
18,416.3146153846154,17.444615384615386,2.574615384615385,31.846153846153847,786.9230769230769,255.15384615384616,272.6923076923077,0.0,8.987692307692308,330061.46153846156,245.07692307692307,1346.7692307692307,13.535384615384617,2.6153846153846154,18.22307692307692,-71.91615384615385,13.307692307692308,15.23076923076923,9.076923076923077,11.384615384615385,12.923076923076923,15.23076923076923,15.923076923076923,16.076923076923077,-87.74307692307693,-85.74076923076925,-86.50615384615386,-83.96153846153847,-85.43,-87.02076923076923,-87.35615384615383,-81.14384615384614,-81.02461538461537,-80.95846153846153,-81.22769230769231,-79.2123076923077,-78.80846153846154,-81.2046153846154,-80.65538461538462,-76.36153846153846,-77.05,3.8953846153846152,4.386153846153847,0.446923076923077,8.813846153846153,7.648461538461539,2.721538461538462,1.7646153846153838,11.605384615384615,5.198461538461539,3.1500000000000004,0.5907692307692308,8.29923076923077,8.313076923076922,2.3607692307692307,3.3176923076923073,0.0,0.0,0.0,0.0,0.0,0.0
19,586.1227027027028,17.26351351351351,3.5294594594594595,24.81081081081081,0.0,582.8918918918919,802.5945945945946,0.0,9.870270270270268,348275.5945945946,246.83783783783784,1410.2702702702702,13.769189189189188,3.5135135135135136,18.40432432432432,-73.61054054054057,13.378378378378379,17.89189189189189,10.72972972972973,10.567567567567568,12.64864864864865,16.08108108108108,13.405405405405405,12.135135135135135,-89.42000000000002,-88.98432432432433,-90.63270270270273,-86.92540540540543,-89.84891891891893,-89.32918918918921,-89.22243243243244,-81.8318918918919,-82.142972972973,-82.76135135135137,-84.21864864864867,-80.8345945945946,-83.30054054054057,-82.51270270270271,-82.9672972972973,-76.04162162162163,-81.81027027027031,4.954864864864865,3.962162162162162,0.8175675675675673,8.825405405405405,6.158918918918917,4.411351351351351,4.287567567567567,14.666486486486482,6.664594594594594,4.117837837837837,0.8816216216216214,8.976486486486486,6.357837837837837,4.801891891891891,4.714864864864865,0.0,0.0,0.0,0.0,0.0,0.0
20,388.6369230769232,18.625,2.3738461538461526,27.807692307692307,804.1153846153846,528.5769230769231,0.0,0.022307692307692306,9.421153846153844,300445.8461538461,220.84615384615384,1361.1538461538462,13.455384615384615,2.3076923076923075,9.39730769230769,-80.56038461538463,7.1923076923076925,10.538461538461538,8.5,10.884615384615385,9.076923076923077,10.461538461538462,12.576923076923077,9.0,-87.26038461538464,-85.11269230769231,-86.73615384615384,-85.09076923076925,-86.55000000000003,-84.09923076923079,-86.37307692307694,-85.4769230769231,-89.87576923076924,-87.40269230769232,-88.37653846153847,-87.07076923076923,-88.75653846153848,-86.09307692307695,-87.47961538461537,-88.05153846153848,-83.96384615384619,4.764230769230769,5.991153846153846,5.1573076923076915,5.502692307692308,5.762307692307693,6.574999999999999,5.566538461538461,6.739230769230769,2.924615384615385,3.1811538461538453,3.1830769230769227,3.3111538461538452,3.6623076923076923,4.435384615384615,3.946153846153845,0.0,0.0,0.0,0.0,0.0,0.0
21,669.5214285714286,20.82214285714286,3.6465476190476203,19.083333333333332,0.0,462.7261904761905,992.2380952380952,0.04726190476190476,10.85547619047619,310688.78571428574,210.76190476190476,1474.25,13.207976190476192,3.6666666666666665,17.079523809523817,-62.07416666666671,7.321428571428571,6.964285714285714,6.940476190476191,6.892857142857143,7.321428571428571,10.857142857142858,10.107142857142858,7.607142857142857,-67.33511904761909,-67.2139285714286,-67.68107142857146,-67.63797619047621,-67.71214285714288,-64.4811904761905,-67.70845238095241,-65.28785714285716,-74.21273809523811,-73.93023809523811,-74.81190476190483,-74.74964285714287,-74.31416666666671,-71.33273809523814,-74.2545238095238,-72.11000000000001,-69.30011904761909,9.25095238095238,8.721666666666668,8.263809523809524,8.996309523809526,8.889285714285712,14.382619047619054,8.32654761904762,14.203333333333333,9.648333333333332,8.711666666666668,8.861666666666665,9.40392857142857,8.88071428571428,14.011428571428574,9.614642857142858,0.0,0.0,0.0,0.0,0.0,0.0
22,311.84461538461534,14.393846153846154,2.737692307692307,32.38461538461539,660.0,323.84615384615387,362.46153846153845,0.0,9.393076923076922,291169.3076923077,211.15384615384616,1378.6923076923076,10.443076923076925,2.6923076923076925,-4.0684615384615395,-77.48384615384614,9.846153846153847,10.923076923076923,11.0,10.0,7.0,9.076923076923077,9.23076923076923,3.230769230769231,-84.84153846153846,-84.71692307692307,-84.40384615384616,-83.75999999999999,-86.67999999999999,-83.7030769230769,-84.7030769230769,-81.46692307692307,-99.32769230769229,-100.53076923076924,-97.55307692307693,-100.12692307692308,-101.32769230769233,-94.37615384615384,-97.26076923076923,-93.05461538461539,-75.83923076923077,-9.135384615384615,-9.17076923076923,-10.228461538461538,-6.913846153846153,-5.4907692307692315,-8.687692307692307,-7.841538461538462,2.077692307692308,-11.846923076923076,-11.866153846153846,-9.596923076923076,-12.006153846153845,-10.405384615384616,-7.731538461538462,-8.731538461538461,0.0,0.0,0.0,0.0,0.0,0.0
23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
24,824.4931250000001,21.69979166666667,3.6031250000000017,158.33333333333334,15.354166666666666,0.0,1197.5208333333333,0.06541666666666666,11.210625,333550.6666666667,242.79166666666666,1371.5625,11.793541666666668,3.6875,14.389999999999999,-68.90125000000003,11.395833333333334,14.9375,14.625,11.916666666666666,13.041666666666666,13.020833333333334,9.5,11.333333333333334,-81.11666666666667,-78.95812500000002,-82.93479166666668,-83.33458333333336,-80.654375,-78.08791666666667,-81.79041666666669,-82.83541666666667,-75.41729166666666,-73.088125,-76.5579166666667,-76.25562500000004,-73.47166666666669,-73.01187500000002,-75.77500000000002,-76.5872916666667,-76.17104166666668,8.065624999999999,9.917708333333332,5.325625,4.344374999999999,5.4054166666666665,11.685000000000002,6.620208333333333,3.451666666666666,9.263541666666665,10.054791666666665,6.826875,6.103750000000001,8.415208333333332,11.676458333333334,7.047291666666666,0.0,0.0,0.0,0.0,0.0,0.0
25,431.7727777777778,18.429444444444442,2.346111111111111,23.61111111111111,866.1666666666666,375.72222222222223,50.888888888888886,0.015000000000000001,8.85277777777778,325685.72222222225,247.22222222222223,1316.3333333333333,11.823888888888888,2.2777777777777777,10.88388888888889,-66.12166666666668,14.5,14.166666666666666,14.833333333333334,12.833333333333334,13.833333333333334,16.5,15.944444444444445,15.555555555555555,-76.23166666666667,-80.73833333333336,-81.94888888888889,-80.24500000000002,-78.94944444444445,-78.48333333333332,-79.5638888888889,-83.60944444444443,-73.29111111111109,-77.17500000000001,-77.6288888888889,-76.3138888888889,-75.95,-74.64055555555557,-76.93777777777775,-78.60888888888888,-68.2461111111111,1.8966666666666672,-1.0477777777777775,-0.8227777777777785,0.003333333333333361,1.4833333333333334,1.5661111111111112,-0.42777777777777753,-4.132222222222222,1.9194444444444443,-0.951666666666666,0.1272222222222218,2.201666666666666,1.5111111111111115,2.5316666666666667,-0.6738888888888884,0.0,0.0,0.0,0.0,0.0,0.0
26,791.4041071428568,22.380178571428576,3.3853571428571425,19.071428571428573,50.32142857142857,702.9464285714286,625.5714285714286,0.00125,9.771964285714288,346962.8214285714,248.10714285714286,1398.232142857143,12.295357142857146,3.3035714285714284,20.48446428571429,-58.993392857142894,14.232142857142858,15.089285714285714,14.053571428571429,13.142857142857142,13.142857142857142,16.892857142857142,14.982142857142858,10.678571428571429,-67.07714285714287,-70.0594642857143,-69.72089285714287,-68.62928571428573,-65.89642857142859,-69.73714285714289,-69.67446428571431,-68.56142857142859,-68.53142857142859,-71.73678571428573,-71.30607142857144,-70.05553571428572,-68.51750000000003,-71.30946428571431,-71.11,-70.60428571428572,-69.27732142857147,14.423035714285712,10.69071428571429,9.471785714285712,11.718928571428574,12.685,8.882321428571428,11.984642857142857,10.107321428571428,13.934999999999999,10.461607142857144,9.556964285714285,11.733214285714286,11.706964285714289,9.17517857142857,11.526071428571427,0.0,0.0,0.0,0.0,0.0,0.0
27,244.31666666666666,13.514,1.8893333333333335,316.06666666666666,897.4,177.73333333333332,0.0,0.11133333333333334,8.869333333333334,340816.26666666666,244.8,1391.2666666666667,11.955333333333334,1.9333333333333333,-7.651333333333333,-69.64333333333335,18.8,19.866666666666667,16.933333333333334,15.933333333333334,16.4,18.4,20.133333333333333,13.2,-77.592,-80.63066666666667,-79.26733333333333,-76.52933333333333,-75.96733333333331,-78.82999999999998,-78.66333333333334,-79.16799999999999,-76.28866666666666,-78.89733333333334,-79.16,-77.98933333333333,-76.14266666666667,-80.3386666666667,-79.16666666666667,-81.45066666666666,-68.652,-9.288666666666666,-8.544,-7.9,-7.542666666666666,-10.822666666666667,-7.317333333333333,-8.660666666666666,-9.69,-8.480666666666666,-7.4479999999999995,-9.175999999999998,-10.179333333333334,-11.85,-9.918,-10.647333333333334,0.0,0.0,0.0,0.0,0.0,0.0
28,444.29804347826087,17.130434782608695,2.5823913043478273,32.0,521.5,854.3478260869565,0.0,0.013695652173913043,9.098695652173914,344076.47826086957,244.3913043478261,1407.8260869565217,12.639999999999999,2.630434782608696,9.675869565217392,-68.92826086956524,19.347826086956523,13.826086956521738,15.652173913043478,18.130434782608695,15.91304347826087,18.630434782608695,17.565217391304348,16.652173913043477,-78.6871739130435,-78.02021739130437,-80.8367391304348,-78.74847826086958,-79.4930434782609,-79.87652173913045,-78.62847826086957,-78.85804347826088,-77.7195652173913,-76.69782608695654,-79.9358695652174,-78.12586956521739,-79.2417391304348,-79.3667391304348,-77.8467391304348,-78.39152173913045,-73.8339130434783,-0.25239130434782625,1.8523913043478257,-3.973695652173913,-1.0439130434782609,-0.8897826086956521,-2.6086956521739126,-1.7732608695652172,-0.9630434782608701,0.16326086956521735,2.1650000000000005,-3.736521739130435,-1.3863043478260872,-1.4784782608695648,-2.7430434782608697,-1.8454347826086956,0.0,0.0,0.0,0.0,0.0,0.0
