Date & Time,feature0,feature1,feature2,feature3_1,feature3_2,feature3_3,feature3_4,feature3_5,feature3_6,feature3_7,feature3_8,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20_0,feature20_1,feature20_2,feature20_3,feature20_4,feature20_5,feature20_6,feature20_7,feature28_0,feature28_1,feature28_2,feature28_3,feature28_4,feature28_5,feature28_6,feature28_7,feature36_0,feature36_1,feature36_2,feature36_3,feature36_4,feature36_5,feature36_6,feature36_7,feature44_0,feature44_1,feature44_2,feature44_3,feature44_4,feature44_5,feature44_6,feature44_7,feature52_0,feature52_1,feature52_2,feature52_3,feature52_4,feature52_5,feature52_6,feature52_7,feature60,feature61_0,feature61_1,feature61_2,feature61_3,feature61_4,feature61_5,feature61_6,feature61_7,feature69_0,feature69_1,feature69_2,feature69_3,feature69_4,feature69_5,feature69_6,feature69_7,feature77_0,feature77_1,feature77_2,feature77_3,feature77_4,feature77_5,feature77_6,feature77_7,feature85_0,feature85_1,feature85_2,feature85_3,feature85_4,feature85_5,feature85_6,feature85_7
	2019-12-18 04:32:16,1065.97,19.39,4.0,0.0,0.0,0.0,1600.0,,,,,0.0,9.68,414474.0,259.0,1600.0,12.44,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2019-12-18 04:32:17,981.28,18.83,4.0,1.0,0.0,0.0,1600.0,,,,,0.0,7.06,409722.0,256.0,1600.0,10.08,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2019-12-18 04:32:18,1046.08,19.29,4.0,0.0,0.0,0.0,1601.0,,,,,0.0,9.31,407461.0,255.0,1601.0,10.12,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2019-12-18 04:32:19,1004.72,18.72,4.0,0.0,0.0,0.0,1601.0,,,,,0.0,8.31,407138.0,254.0,1601.0,10.12,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2019-12-18 04:32:20,1039.73,19.12,4.0,0.0,0.0,0.0,1601.0,,,,,0.0,8.93,408414.0,255.0,1601.0,10.04,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2019-12-18 04:32:21,1001.26,19.03,4.0,0.0,0.0,0.0,1601.0,,,,,0.0,9.56,406894.0,254.0,1601.0,10.4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2019-12-18 04:32:22,998.06,18.14,4.0,0.0,0.0,0.0,1601.0,,,,,0.0,8.75,411137.0,257.0,1601.0,9.8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2019-12-18 04:32:23,931.87,17.19,4.0,0.0,0.0,0.0,1601.0,,,,,0.0,7.81,412156.0,257.0,1601.0,9.36,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2019-12-18 04:32:24,993.51,19.83,4.0,0.0,0.0,0.0,1601.0,,,,,0.0,11.93,409570.0,256.0,1601.0,12.56,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2019-12-18 04:32:25,1031.04,18.95,4.0,0.0,0.0,0.0,1600.0,,,,,0.0,9.12,409671.0,256.0,1601.0,13.24,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2019-12-18 04:32:26,890.04,18.75,4.0,0.0,0.0,0.0,1480.0,,,,,0.0,9.04,376788.0,255.0,1480.0,13.12,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2019-12-18 04:32:27,981.81,18.81,4.0,1.0,0.0,0.0,1534.0,,,,,0.0,8.47,391326.0,255.0,1534.0,13.44,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2019-12-18 04:32:28,904.69,17.93,4.0,0.0,0.0,0.0,1601.0,,,,,0.0,9.68,409432.0,256.0,1601.0,13.28,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2019-12-18 04:32:29,880.83,20.82,3.34,0.0,0.0,1062.0,539.0,,,,,0.0,7.87,410120.0,256.0,1601.0,12.92,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2019-12-18 04:32:30,1002.68,23.81,3.0,0.0,0.0,1601.0,0.0,,,,,0.0,7.93,412525.0,258.0,1601.0,12.76,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2019-12-18 04:32:31,1098.25,25.41,3.06,0.0,0.0,1498.0,103.0,,,,,0.0,10.19,410735.0,257.0,1601.0,12.84,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2019-12-18 04:32:32,1081.39,25.11,3.2,0.0,0.0,1280.0,321.0,,,,,0.0,11.56,410428.0,256.0,1601.0,13.4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2019-12-18 04:32:33,1100.17,24.86,3.13,0.0,0.0,1386.0,215.0,,,,,0.0,9.06,408559.0,255.0,1601.0,13.2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2019-12-18 04:32:34,1083.6,24.91,3.0,0.0,0.0,1601.0,0.0,,,,,0.0,8.5,411640.0,257.0,1601.0,12.92,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2019-12-18 04:32:35,1072.77,25.24,3.03,0.0,0.0,1558.0,42.0,,,,,0.0,9.24,406124.0,254.0,1601.0,13.24,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2019-12-18 04:32:36,1081.42,24.81,3.2,0.0,0.0,1281.0,319.0,,,,,0.0,11.74,408593.0,255.0,1600.0,13.68,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2019-12-18 04:32:37,1033.13,24.03,3.17,1.0,0.0,1324.0,276.0,,,,,0.0,9.75,409540.0,256.0,1600.0,13.24,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2019-12-18 04:32:38,1081.28,25.98,3.0,0.0,0.0,1601.0,0.0,,,,,0.0,8.81,413027.0,258.0,1601.0,13.52,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2019-12-18 04:32:39,1092.31,25.86,3.0,0.0,0.0,1601.0,0.0,,,,,0.0,8.06,413075.0,258.0,1601.0,13.2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2019-12-18 04:32:40,1078.78,26.03,3.0,0.0,0.0,1601.0,0.0,,,,,0.0,8.55,412928.0,258.0,1601.0,13.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2019-12-18 04:32:41,1067.04,25.61,3.0,0.0,0.0,1601.0,0.0,,,,,0.0,9.0,412318.0,258.0,1601.0,13.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2019-12-18 04:32:42,1085.69,25.94,3.0,0.0,0.0,1601.0,0.0,,,,,0.0,9.0,412641.0,258.0,1601.0,13.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2019-12-18 04:32:43,1051.34,26.05,3.0,0.0,0.0,1601.0,0.0,,,,,0.0,9.74,411642.0,257.0,1601.0,13.12,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2019-12-18 04:32:44,1074.45,25.84,3.0,0.0,0.0,1601.0,0.0,,,,,0.0,8.56,412914.0,258.0,1601.0,13.76,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2019-12-18 04:32:45,1064.89,25.95,3.0,0.0,0.0,1597.0,0.0,,,,,0.0,8.95,410727.0,257.0,1598.0,13.4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2019-12-18 04:32:46,1076.21,25.63,3.0,0.0,0.0,1600.0,0.0,,,,,0.0,9.06,412353.0,258.0,1600.0,13.08,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2019-12-18 04:32:47,1084.98,25.52,3.0,1.0,0.0,1600.0,0.0,,,,,0.0,7.88,411902.0,257.0,1600.0,13.08,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2019-12-18 04:32:48,1094.34,25.55,3.0,0.0,0.0,1601.0,0.0,,,,,0.0,9.61,412545.0,258.0,1601.0,13.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2019-12-18 04:32:49,1076.62,25.94,3.0,0.0,0.0,1601.0,0.0,,,,,0.0,8.75,412048.0,257.0,1601.0,13.2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2019-12-18 04:32:50,1092.06,25.9,3.0,0.0,0.0,1601.0,0.0,,,,,0.0,8.36,412157.0,257.0,1601.0,13.12,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2019-12-18 04:32:51,1070.46,25.13,3.0,0.0,0.0,1601.0,0.0,,,,,0.0,9.25,412448.0,258.0,1601.0,13.12,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2019-12-18 04:32:52,1093.59,25.84,3.0,0.0,0.0,1601.0,0.0,,,,,0.0,8.44,412740.0,258.0,1601.0,13.08,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2019-12-18 04:32:53,1091.76,25.3,3.0,0.0,0.0,1601.0,0.0,,,,,0.0,9.43,412355.0,258.0,1601.0,13.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2019-12-18 04:32:54,1053.23,25.19,3.0,0.0,0.0,1601.0,0.0,,,,,0.0,8.68,413242.0,258.0,1601.0,13.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2019-12-18 04:32:55,1084.02,25.52,3.0,0.0,0.0,1600.0,0.0,,,,,0.0,9.12,412448.0,258.0,1601.0,13.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2019-12-18 04:32:56,1076.86,25.15,3.0,1.0,0.0,1599.0,0.0,,,,,0.0,9.12,412319.0,258.0,1600.0,12.96,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2019-12-18 04:32:57,1052.05,24.85,3.0,0.0,0.0,1601.0,0.0,,,,,0.0,8.49,412467.0,258.0,1600.0,13.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2019-12-18 04:32:58,1086.55,25.47,3.0,0.0,0.0,1601.0,0.0,,,,,0.0,9.31,412306.0,258.0,1601.0,13.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2019-12-18 04:32:59,1078.58,25.51,3.0,0.0,0.0,1601.0,0.0,,,,,0.0,8.63,411273.0,257.0,1601.0,13.04,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2019-12-18 04:33:00,1081.99,25.49,3.0,0.0,0.0,1601.0,0.0,,,,,0.0,8.43,412802.0,258.0,1601.0,12.96,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2019-12-18 04:33:01,1072.98,25.25,3.0,0.0,0.0,1601.0,0.0,,,,,0.0,10.31,412529.0,258.0,1601.0,13.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2019-12-18 04:33:02,1053.89,25.64,3.0,0.0,0.0,1574.0,0.0,,,,,0.0,7.18,405642.0,258.0,1574.0,13.08,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2019-12-18 04:33:03,1044.09,25.97,3.0,0.0,0.0,1601.0,0.0,,,,,0.0,8.93,406144.0,254.0,1601.0,13.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2019-12-18 04:33:04,961.49,25.37,3.0,0.0,0.0,1601.0,0.0,,,,,0.0,9.25,399243.0,249.0,1601.0,13.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2019-12-18 04:33:05,1022.17,25.86,3.0,0.0,0.0,1600.0,0.0,,,,,0.0,8.62,411453.0,257.0,1601.0,13.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2019-12-18 04:33:06,1084.92,25.97,3.0,1.0,0.0,1599.0,0.0,,,,,0.0,8.56,411611.0,257.0,1600.0,13.04,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2019-12-18 04:33:07,1069.7,25.26,3.0,0.0,0.0,1601.0,0.0,,,,,0.0,9.43,411966.0,257.0,1600.0,13.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2019-12-18 04:33:08,1058.38,25.5,3.0,0.0,0.0,1601.0,0.0,,,,,0.0,9.43,412483.0,258.0,1601.0,13.12,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2019-12-18 04:33:09,1033.69,25.27,3.0,0.0,0.0,1601.0,0.0,,,,,0.0,8.43,412789.0,258.0,1601.0,13.04,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2019-12-18 04:33:10,1076.22,25.52,3.0,0.0,0.0,1601.0,0.0,,,,,0.0,8.74,413215.0,258.0,1601.0,13.24,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2019-12-18 04:33:11,1066.38,26.0,3.0,0.0,0.0,1601.0,0.0,,,,,0.0,8.75,413496.0,258.0,1601.0,13.52,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2019-12-18 04:33:12,1094.67,26.02,3.0,0.0,0.0,1601.0,0.0,,,,,0.0,9.06,411854.0,257.0,1601.0,13.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2019-12-18 04:33:13,1060.9,25.63,3.0,0.0,0.0,1601.0,0.0,,,,,0.0,9.24,411817.0,257.0,1601.0,13.2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2019-12-18 04:33:14,1079.49,25.72,3.0,0.0,0.0,1601.0,0.0,,,,,0.0,8.5,412127.0,257.0,1601.0,13.12,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2019-12-18 04:33:15,1115.33,26.36,3.0,0.0,0.0,1600.0,0.0,,,,,0.0,8.49,411900.0,257.0,1601.0,13.04,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2019-12-18 04:33:16,1072.76,25.96,3.0,1.0,0.0,1599.0,0.0,,,,,0.0,8.87,411516.0,257.0,1600.0,13.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2019-12-18 04:33:17,1075.34,26.0,3.0,0.0,0.0,1601.0,0.0,,,,,0.0,8.68,412609.0,258.0,1600.0,13.04,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2019-12-18 04:33:18,1073.1,26.02,3.0,0.0,0.0,1601.0,0.0,,,,,0.0,9.43,412046.0,257.0,1601.0,13.28,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2019-12-18 04:33:19,1088.9,26.05,3.0,0.0,0.0,1601.0,0.0,,,,,0.0,8.81,412066.0,257.0,1601.0,13.2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2019-12-18 04:33:20,949.31,26.0,3.0,0.0,0.0,1461.0,0.0,,,,,0.0,9.1,373749.0,256.0,1461.0,13.88,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2019-12-18 04:33:21,1098.6,26.01,3.0,0.0,0.0,1601.0,0.0,,,,,0.0,8.38,413171.0,258.0,1601.0,13.04,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2019-12-18 04:33:22,1036.08,25.87,3.0,0.0,0.0,1601.0,0.0,,,,,0.0,9.13,412910.0,258.0,1601.0,13.04,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2019-12-18 04:33:23,1079.26,25.85,3.0,0.0,0.0,1601.0,0.0,,,,,0.0,8.31,412706.0,258.0,1601.0,13.08,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2019-12-18 04:33:24,1087.27,25.97,3.0,0.0,0.0,1601.0,0.0,,,,,0.0,8.81,412846.0,258.0,1601.0,13.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2019-12-18 04:33:25,1092.41,26.06,3.0,0.0,0.0,1600.0,0.0,,,,,0.0,8.87,412431.0,258.0,1601.0,13.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2019-12-18 04:33:26,1096.86,25.99,3.0,1.0,0.0,1599.0,0.0,,,,,0.0,8.56,412208.0,258.0,1600.0,13.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2019-12-18 04:33:27,1083.22,25.88,3.0,0.0,0.0,1601.0,0.0,,,,,0.0,9.88,412260.0,258.0,1600.0,13.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2019-12-18 04:33:28,1103.02,24.83,3.2,0.0,0.0,1285.0,316.0,,,,,0.0,9.74,409865.0,256.0,1601.0,12.92,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2019-12-18 04:33:29,1095.06,24.74,3.2,0.0,0.0,1281.0,320.0,,,,,0.0,10.38,412284.0,258.0,1601.0,13.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2019-12-18 04:33:30,1099.04,26.04,3.0,0.0,0.0,1601.0,0.0,,,,,0.0,8.55,412232.0,257.0,1601.0,13.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
