,Date & Time,feature0,feature1,feature2,feature3_1,feature3_2,feature3_3,feature3_4,feature3_5,feature3_6,feature3_7,feature3_8,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20_0,feature20_1,feature20_2,feature20_3,feature20_4,feature20_5,feature20_6,feature20_7,feature28_0,feature28_1,feature28_2,feature28_3,feature28_4,feature28_5,feature28_6,feature28_7,feature36_0,feature36_1,feature36_2,feature36_3,feature36_4,feature36_5,feature36_6,feature36_7,feature44_0,feature44_1,feature44_2,feature44_3,feature44_4,feature44_5,feature44_6,feature44_7,feature52_0,feature52_1,feature52_2,feature52_3,feature52_4,feature52_5,feature52_6,feature52_7,feature60,feature61_0,feature61_1,feature61_2,feature61_3,feature61_4,feature61_5,feature61_6,feature61_7,feature69_0,feature69_1,feature69_2,feature69_3,feature69_4,feature69_5,feature69_6,feature69_7,feature77_0,feature77_1,feature77_2,feature77_3,feature77_4,feature77_5,feature77_6,feature77_7,feature85_0,feature85_1,feature85_2,feature85_3,feature85_4,feature85_5,feature85_6,feature85_7
9,	2020-08-13 15:58:52,291.13,19.22,4.0,0.0,0.0,0.0,566.0,,,,,0.0,8.47,134999.0,238.0,567.0,13.18,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,	2020-08-13 15:58:54,304.82,19.01,4.0,0.0,0.0,0.0,543.0,,,,,0.0,7.37,123243.0,227.0,543.0,13.3,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,	2020-08-13 15:58:55,296.9,20.2,4.0,0.0,0.0,0.0,622.0,,,,,0.0,14.95,150154.0,241.0,622.0,13.44,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,	2020-08-13 15:58:56,317.29,17.68,4.0,0.0,0.0,0.0,601.0,,,,,0.0,6.49,142725.0,237.0,601.0,13.18,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,	2020-08-13 15:58:57,312.08,18.77,4.0,0.0,0.0,0.0,619.0,,,,,0.0,6.62,146920.0,237.0,619.0,13.2,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,	2020-08-13 15:58:58,338.94,21.95,4.0,1.0,0.0,0.0,776.0,,,,,4.2,32.12,186347.0,240.0,776.0,13.19,4.0,27.88,-61.0,2.0,25.0,20.0,22.0,28.0,18.0,21.0,17.0,-78.75,-75.19,-83.5,-83.31,-88.88,-77.31,-83.38,-66.38,-81.94,-75.44,-75.88,-74.0,-78.63,-75.81,-76.5,-61.0,,,,,,,,,,,,,,,,,-77.75,11.19,18.13,0.38,6.0,-11.44,12.06,6.69,26.25,8.63,16.5,7.69,11.88,-1.19,14.31,15.44,26.94,,,,,,,,,,,,,,,,
15,	2020-08-13 15:58:59,271.56,13.46,3.64,0.0,0.0,367.0,656.0,,,,,0.0,9.25,245832.0,240.0,1023.0,13.04,3.0,,,22.0,25.0,18.0,21.0,14.0,1.0,17.0,20.0,-82.88,-75.69,-78.63,-83.25,-88.19,-79.75,-66.38,-82.88,-75.31,-76.88,-76.19,-76.94,-78.88,-79.69,-61.69,-77.88,,,,,,,,,,,,,,,,,,6.19,17.0,10.56,6.63,6.19,11.5,27.56,1.19,10.0,15.25,14.31,15.0,18.63,10.56,29.56,5.31,,,,,,,,,,,,,,,,
16,	2020-08-13 15:59:00,300.62,18.63,3.0,0.0,0.0,994.0,0.0,,,,,0.0,11.9,210368.0,211.0,995.0,13.62,3.0,,,22.0,25.0,21.0,17.0,14.0,20.0,18.0,31.0,-82.06,-75.63,-82.56,-66.44,-89.06,-82.5,-78.56,-88.5,-75.19,-76.56,-77.0,-61.31,-78.81,-77.19,-75.81,-80.06,,,,,,,,,,,,,,,,,,6.56,17.25,7.06,28.0,5.13,0.94,10.25,3.38,10.31,15.56,14.31,29.69,17.63,5.88,14.88,9.94,,,,,,,,,,,,,,,,
17,	2020-08-13 15:59:01,324.03,17.22,3.0,0.0,0.0,1027.0,0.0,,,,,0.0,7.44,214291.0,209.0,1026.0,13.58,3.0,,,18.0,25.0,6.0,17.0,20.0,2.0,21.0,22.0,-77.25,-75.38,-82.38,-66.38,-83.75,-78.69,-84.0,-83.69,-75.5,-75.56,-78.69,-60.88,-76.06,-82.06,-76.0,-73.69,,,,,,,,,,,,,,,,,,13.0,17.94,2.19,25.88,0.94,11.44,6.44,5.5,14.69,16.31,4.19,26.44,6.56,8.81,16.5,11.06,,,,,,,,,,,,,,,,
18,	2020-08-13 15:59:02,305.33,18.3,3.0,0.0,0.0,865.0,0.0,,,,,0.0,10.01,207360.0,239.0,866.0,13.78,3.0,,,18.0,25.0,20.0,17.0,21.0,2.0,22.0,14.0,-78.06,-75.38,-82.69,-66.56,-83.0,-79.19,-83.06,-88.25,-76.0,-75.63,-77.38,-61.38,-76.44,-82.5,-74.5,-78.69,,,,,,,,,,,,,,,,,,11.06,17.94,1.13,27.56,6.63,10.88,5.63,6.19,14.06,17.0,5.25,29.25,15.75,7.5,11.06,18.44,,,,,,,,,,,,,,,,
19,	2020-08-13 15:59:03,309.9,17.58,3.0,0.0,0.0,876.0,0.0,,,,,0.0,9.19,207071.0,236.0,876.0,13.62,3.0,,,22.0,25.0,21.0,14.0,28.0,20.0,17.0,18.0,-83.06,-75.06,-83.94,-88.25,-87.06,-83.94,-66.81,-78.13,-74.38,-76.0,-76.5,-78.38,-79.44,-76.13,-61.13,-75.44,,,,,,,,,,,,,,,,,,6.56,19.06,6.25,7.0,-9.5,0.19,25.81,12.0,10.5,15.44,15.88,18.75,-1.19,7.81,30.5,14.69,,,,,,,,,,,,,,,,
20,	2020-08-13 15:59:04,322.94,16.61,3.0,0.0,0.0,1003.0,0.0,,,,,0.0,9.19,229328.0,229.0,1002.0,13.42,3.0,,,22.0,25.0,6.0,18.0,14.0,21.0,20.0,17.0,-83.69,-74.88,-83.94,-78.19,-87.19,-84.25,-83.63,-66.81,-73.75,-75.88,-78.81,-75.5,-78.31,-75.75,-76.38,-60.75,,,,,,,,,,,,,,,,,,5.13,17.94,0.88,11.38,7.19,6.81,0.25,26.69,10.88,16.81,4.25,14.69,19.19,16.81,6.63,25.38,,,,,,,,,,,,,,,,
21,	2020-08-13 15:59:05,293.37,17.84,3.0,0.0,0.0,905.0,0.0,,,,,0.0,7.53,200341.0,221.0,905.0,13.56,3.0,,,18.0,25.0,6.0,17.0,21.0,20.0,22.0,14.0,-77.56,-74.69,-82.44,-66.63,-83.19,-83.25,-84.19,-86.31,-75.5,-75.38,-78.25,-60.81,-75.56,-75.75,-73.5,-78.19,,,,,,,,,,,,,,,,,,12.25,18.38,2.31,26.38,7.19,1.0,4.0,8.06,14.75,17.0,4.63,28.06,16.06,7.69,11.88,18.88,,,,,,,,,,,,,,,,
22,	2020-08-13 15:59:06,286.83,18.91,3.0,0.0,0.0,919.0,0.0,,,,,0.0,9.36,194160.0,211.0,919.0,13.79,3.0,,,18.0,25.0,6.0,17.0,22.0,20.0,21.0,14.0,-77.88,-74.81,-83.0,-66.88,-83.81,-84.0,-83.81,-87.44,-75.44,-75.69,-78.63,-60.81,-73.81,-75.69,-76.0,-78.0,,,,,,,,,,,,,,,,,,11.19,19.19,1.5,26.88,5.06,-0.25,6.38,7.69,14.06,15.56,4.31,26.81,11.69,7.5,15.94,19.31,,,,,,,,,,,,,,,,
23,	2020-08-13 15:59:07,295.18,19.32,3.0,0.0,0.0,900.0,0.0,,,,,0.0,9.0,193689.0,215.0,900.0,14.02,3.0,,,21.0,25.0,6.0,18.0,17.0,20.0,22.0,14.0,-84.31,-74.69,-83.0,-77.88,-66.56,-83.31,-84.0,-88.19,-74.63,-75.06,-77.75,-75.38,-60.31,-75.5,-72.94,-77.56,,,,,,,,,,,,,,,,,,6.56,17.75,1.69,11.88,25.94,1.19,4.81,6.5,18.19,16.56,5.5,14.56,24.5,8.13,11.75,19.69,,,,,,,,,,,,,,,,
24,	2020-08-13 15:59:08,322.66,18.72,3.0,0.0,0.0,834.0,0.0,,,,,0.0,11.16,203601.0,244.0,834.0,14.14,3.0,28.75,-60.5,25.0,17.0,18.0,6.0,20.0,21.0,22.0,14.0,-74.94,-66.56,-77.88,-83.0,-82.63,-83.69,-84.31,-86.81,-75.31,-60.44,-75.31,-77.88,-76.0,-75.06,-73.25,-77.56,,,,,,,,,,,,,,,,,-75.75,17.88,29.13,11.38,1.63,1.13,6.06,3.81,7.81,16.88,25.31,14.44,5.5,6.81,16.63,11.81,19.5,,,,,,,,,,,,,,,,
25,	2020-08-13 15:59:09,320.02,18.34,3.0,0.0,0.0,806.0,0.0,,,,,0.0,9.32,196860.0,244.0,806.0,14.1,3.0,,,25.0,17.0,18.0,2.0,14.0,9.0,22.0,6.0,-75.06,-66.81,-77.63,-78.94,-86.63,-83.25,-84.38,-82.13,-78.5,-63.75,-78.44,-81.69,-78.44,-78.81,-77.13,-79.13,,,,,,,,,,,,,,,,,,17.94,26.81,12.88,11.25,7.94,12.19,4.31,2.38,16.69,28.69,14.25,8.56,18.69,14.31,11.13,3.44,,,,,,,,,,,,,,,,
26,	2020-08-13 15:59:10,318.8,18.13,3.0,0.0,0.0,764.0,0.0,,,,,0.0,11.13,183442.0,240.0,764.0,13.92,3.0,,,25.0,17.0,18.0,14.0,20.0,21.0,22.0,2.0,-74.94,-66.56,-77.38,-88.13,-83.25,-83.88,-83.5,-78.63,-75.88,-60.06,-75.31,-78.06,-75.38,-74.63,-73.38,-81.0,,,,,,,,,,,,,,,,,,17.88,26.63,11.81,6.81,0.25,7.31,5.44,11.44,16.81,24.44,15.0,18.94,8.69,17.56,11.25,9.44,,,,,,,,,,,,,,,,
27,	2020-08-13 15:59:11,265.08,18.37,3.0,0.0,0.0,953.0,0.0,,,,,0.0,6.72,182527.0,192.0,953.0,14.28,3.0,,,25.0,17.0,18.0,6.0,20.0,21.0,22.0,14.0,-78.06,-68.13,-79.31,-84.44,-84.81,-85.25,-86.81,-89.06,-76.13,-60.56,-75.19,-78.63,-76.06,-75.44,-74.0,-78.25,,,,,,,,,,,,,,,,,,18.44,30.13,13.31,3.31,1.69,8.44,4.5,8.38,15.88,26.31,14.88,5.06,7.25,15.94,11.31,19.5,,,,,,,,,,,,,,,,
28,	2020-08-13 15:59:12,286.04,19.4,3.0,0.0,0.0,893.0,0.0,,,,,0.0,9.34,157424.0,176.0,894.0,14.5,3.0,,,25.0,17.0,18.0,14.0,20.0,21.0,22.0,2.0,-75.06,-66.31,-76.88,-86.31,-83.56,-82.5,-83.5,-78.69,-76.69,-60.13,-74.56,-77.44,-75.56,-75.25,-73.69,-79.63,,,,,,,,,,,,,,,,,,18.81,27.06,13.38,8.06,0.38,7.5,5.69,11.5,14.44,24.5,15.25,19.88,8.0,15.88,12.13,10.63,,,,,,,,,,,,,,,,
29,	2020-08-13 15:59:13,284.76,19.58,3.0,0.0,0.0,1002.0,0.0,,,,,0.0,10.08,183600.0,183.0,1002.0,14.24,3.0,,,25.0,17.0,18.0,14.0,20.0,21.0,22.0,2.0,-78.0,-67.94,-79.31,-85.25,-85.38,-85.44,-86.5,-77.88,-76.44,-60.25,-75.06,-77.81,-75.88,-74.81,-73.44,-81.19,,,,,,,,,,,,,,,,,,17.25,27.63,13.88,9.88,1.88,8.94,5.19,13.06,15.94,24.56,14.0,19.5,7.25,17.63,11.06,10.0,,,,,,,,,,,,,,,,
30,	2020-08-13 15:59:14,314.37,18.94,3.0,0.0,0.0,1004.0,0.0,,,,,0.0,6.9,181408.0,181.0,1003.0,14.36,3.0,,,25.0,17.0,18.0,14.0,20.0,21.0,22.0,6.0,-75.25,-66.06,-77.13,-86.25,-82.81,-82.13,-83.5,-82.81,-76.56,-59.81,-74.56,-77.69,-75.38,-74.5,-73.13,-78.44,,,,,,,,,,,,,,,,,,17.75,28.81,12.81,8.25,1.88,8.56,4.81,2.13,15.13,22.13,14.63,19.13,7.69,16.81,11.75,5.19,,,,,,,,,,,,,,,,
31,	2020-08-13 15:59:15,306.3,19.04,3.0,0.0,0.0,1032.0,0.0,,,,,0.0,9.46,183696.0,178.0,1033.0,14.58,3.0,,,25.0,17.0,18.0,6.0,20.0,21.0,22.0,14.0,-75.19,-66.56,-77.06,-82.75,-84.56,-83.13,-83.5,-86.69,-76.5,-60.13,-74.94,-78.69,-75.31,-74.81,-73.13,-78.19,,,,,,,,,,,,,,,,,,18.75,26.88,13.25,2.13,-0.06,7.5,5.94,8.5,14.19,22.75,14.06,4.31,7.5,17.06,11.38,18.94,,,,,,,,,,,,,,,,
32,	2020-08-13 15:59:16,317.39,19.06,3.0,0.0,0.0,999.0,0.0,,,,,0.0,10.41,187569.0,188.0,999.0,14.36,3.0,,,25.0,17.0,18.0,14.0,20.0,21.0,22.0,31.0,-76.94,-67.13,-79.0,-91.06,-83.88,-84.75,-84.88,-89.06,-77.63,-62.38,-78.25,-80.06,-77.06,-75.94,-74.31,-79.81,,,,,,,,,,,,,,,,,,19.25,29.19,14.31,6.81,3.44,9.31,6.44,6.63,16.0,21.44,14.38,20.25,9.94,19.5,13.63,13.13,,,,,,,,,,,,,,,,
33,	2020-08-13 15:59:17,294.03,18.68,3.0,0.0,0.0,818.0,0.0,,,,,0.0,6.62,161826.0,198.0,817.0,14.32,3.0,,,14.0,17.0,18.0,6.0,20.0,21.0,22.0,25.0,-90.44,-66.56,-79.19,-82.75,-82.38,-83.69,-82.94,-76.81,-80.44,-63.5,-77.19,-79.44,-79.19,-78.44,-78.25,-79.13,,,,,,,,,,,,,,,,,,6.38,30.38,14.63,5.38,5.44,9.0,8.63,18.44,19.0,24.56,15.19,6.5,6.06,16.63,8.63,14.81,,,,,,,,,,,,,,,,
34,	2020-08-13 15:59:18,292.26,20.48,3.0,0.0,0.0,714.0,0.0,,,,,0.0,7.45,170028.0,238.0,714.0,14.06,3.0,,,6.0,17.0,18.0,14.0,20.0,21.0,22.0,25.0,-83.13,-67.13,-79.25,-89.31,-83.5,-84.44,-84.19,-77.31,-73.5,-58.88,-73.19,-75.06,-73.25,-72.56,-71.38,-74.25,,,,,,,,,,,,,,,,,,4.44,30.19,12.31,7.81,2.88,7.69,7.25,18.06,10.75,19.88,13.69,22.63,11.0,18.44,22.19,15.69,,,,,,,,,,,,,,,,
35,	2020-08-13 15:59:19,317.37,18.94,3.43,0.0,0.0,473.0,363.0,,,,,0.0,15.81,195724.0,234.0,836.0,14.18,3.0,25.88,-60.38,6.0,17.0,18.0,2.0,14.0,21.0,22.0,25.0,-83.44,-66.63,-81.13,-81.75,-96.75,-81.38,-79.56,-77.38,-76.81,-63.13,-77.56,-78.0,-77.94,-77.56,-77.56,-81.75,,,,,,,,,,,,,,,,,-81.38,4.69,29.13,11.88,11.75,0.25,11.56,13.69,20.88,9.06,24.0,17.06,15.31,22.75,19.56,13.19,13.31,,,,,,,,,,,,,,,,
36,	2020-08-13 15:59:20,316.7,18.56,3.0,0.0,0.0,757.0,0.0,,,,,0.0,6.34,178707.0,236.0,757.0,14.26,3.0,,,6.0,17.0,18.0,2.0,14.0,21.0,22.0,25.0,-83.06,-68.94,-79.56,-79.06,-87.13,-86.31,-85.75,-78.19,-79.19,-63.0,-76.81,-81.31,-78.81,-79.19,-78.88,-79.69,,,,,,,,,,,,,,,,,,2.81,27.75,14.94,11.38,6.88,7.81,8.31,18.94,7.31,24.69,15.19,12.44,21.38,16.25,8.13,13.94,,,,,,,,,,,,,,,,
37,	2020-08-13 15:59:21,313.18,18.21,3.0,0.0,0.0,723.0,0.0,,,,,0.0,10.79,169896.0,235.0,723.0,14.26,3.0,,,25.0,17.0,18.0,1.0,20.0,21.0,22.0,6.0,-74.94,-67.06,-79.31,-79.94,-82.63,-83.38,-82.44,-86.81,-74.25,-59.5,-73.69,-75.06,-74.56,-73.0,-72.63,-74.19,,,,,,,,,,,,,,,,,,18.31,26.75,11.44,11.56,1.88,6.31,8.19,-1.69,16.31,22.75,14.94,14.38,8.88,19.38,10.31,8.5,,,,,,,,,,,,,,,,
38,	2020-08-13 15:59:22,254.5,18.98,3.0,0.0,0.0,766.0,0.0,,,,,0.0,5.35,178943.0,233.0,767.0,14.12,3.0,,,14.0,17.0,18.0,6.0,20.0,21.0,22.0,25.0,-92.63,-67.06,-78.88,-83.38,-83.81,-85.31,-85.56,-77.81,-77.56,-63.13,-76.88,-76.81,-78.81,-78.56,-77.31,-79.75,,,,,,,,,,,,,,,,,,4.44,32.0,13.44,4.31,2.19,7.94,6.81,18.44,19.69,24.0,15.06,7.25,7.13,16.19,11.31,15.63,,,,,,,,,,,,,,,,
39,	2020-08-13 15:59:23,318.22,19.78,3.0,0.0,0.0,787.0,0.0,,,,,0.0,9.73,184066.0,234.0,787.0,14.06,3.0,,,14.0,17.0,18.0,6.0,20.0,21.0,22.0,25.0,-95.75,-69.5,-85.5,-85.63,-83.0,-81.94,-79.94,-77.94,-77.75,-62.38,-76.0,-75.88,-77.38,-77.06,-75.94,-77.88,,,,,,,,,,,,,,,,,,1.06,28.5,6.81,2.69,2.94,11.06,13.06,18.63,21.25,20.44,14.44,10.38,9.31,17.25,11.13,14.0,,,,,,,,,,,,,,,,
40,	2020-08-13 15:59:24,329.52,20.66,3.27,0.0,0.0,529.0,196.0,,,,,0.0,13.55,167141.0,231.0,725.0,14.12,3.0,,,2.0,17.0,18.0,1.0,6.0,21.0,22.0,25.0,-85.44,-69.31,-80.38,-79.38,-81.38,-78.25,-78.56,-76.5,-80.06,-65.94,-77.88,-81.88,-80.06,-84.13,-82.13,-78.88,,,,,,,,,,,,,,,,,,4.19,25.19,7.56,11.63,3.38,10.81,12.88,16.19,11.75,31.19,15.13,9.63,4.5,9.0,5.31,14.56,,,,,,,,,,,,,,,,
41,	2020-08-13 15:59:25,288.21,20.96,3.0,0.0,0.0,646.0,0.0,,,,,0.0,7.6,152499.0,236.0,645.0,14.1,3.0,,,10.0,17.0,18.0,6.0,20.0,21.0,22.0,2.0,-79.06,-62.44,-76.63,-76.25,-77.06,-75.56,-75.06,-78.25,-83.44,-69.81,-82.0,-77.63,-82.56,-80.38,-79.31,-80.19,,,,,,,,,,,,,,,,,,25.44,31.63,19.94,18.63,15.69,20.56,24.75,18.88,21.63,30.19,17.38,17.19,9.81,21.25,22.5,19.94,,,,,,,,,,,,,,,,
42,	2020-08-13 15:59:26,290.59,18.76,3.23,0.0,0.0,638.0,190.0,,,,,0.0,13.16,170981.0,206.0,828.0,13.94,3.0,,,2.0,17.0,18.0,6.0,20.0,21.0,22.0,25.0,-82.25,-67.5,-82.0,-81.75,-82.19,-79.81,-79.81,-82.13,-82.0,-72.31,-83.5,-79.81,-86.81,-84.56,-82.38,-80.13,,,,,,,,,,,,,,,,,,19.69,35.25,17.63,13.75,10.81,23.81,21.38,20.25,15.56,26.63,12.25,12.5,-0.06,11.75,12.5,13.19,,,,,,,,,,,,,,,,
43,	2020-08-13 15:59:27,269.15,16.87,3.0,0.0,0.0,794.0,0.0,,,,,0.0,1.64,166042.0,209.0,794.0,12.14,3.0,,,2.0,17.0,18.0,6.0,10.0,21.0,22.0,25.0,-83.88,-71.06,-85.44,-84.31,-85.0,-81.94,-81.81,-81.63,-82.38,-70.5,-82.88,-80.63,-84.13,-84.0,-82.38,-84.88,,,,,,,,,,,,,,,,,,13.69,28.5,15.44,14.88,19.06,13.44,16.31,18.38,20.5,33.88,20.25,16.19,24.94,19.69,14.13,13.44,,,,,,,,,,,,,,,,
44,	2020-08-13 15:59:28,267.43,21.85,3.14,4.0,0.0,711.0,121.0,,,,,1.58,23.27,196658.0,235.0,836.0,13.6,3.0,,,2.0,17.0,6.0,10.0,20.0,21.0,22.0,25.0,-77.63,-66.06,-77.94,-78.88,-78.25,-76.25,-75.31,-76.06,-81.75,-70.56,-80.69,-83.69,-85.06,-83.5,-81.5,-85.75,,,,,,,,,,,,,,,,,,13.44,27.56,13.44,18.44,10.06,12.13,13.75,16.63,21.25,33.44,14.69,23.19,10.56,18.38,15.0,12.69,,,,,,,,,,,,,,,,
45,	2020-08-13 15:59:29,307.7,22.85,3.0,0.0,0.0,578.0,0.0,,,,,0.0,4.33,129421.0,224.0,578.0,14.1,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,	2020-08-13 15:59:30,309.91,24.56,3.0,0.0,0.0,577.0,0.0,,,,,0.0,6.21,130094.0,225.0,578.0,13.82,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,	2020-08-13 15:59:31,296.24,23.56,3.0,0.0,0.0,672.0,0.0,,,,,0.0,13.45,143858.0,214.0,671.0,14.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,	2020-08-13 15:59:32,305.82,23.36,3.0,0.0,0.0,618.0,0.0,,,,,0.0,11.36,145550.0,236.0,618.0,14.14,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,	2020-08-13 15:59:33,303.27,20.21,3.0,0.0,0.0,796.0,0.0,,,,,0.0,15.68,187370.0,235.0,797.0,13.68,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,	2020-08-13 15:59:34,307.38,17.65,3.0,0.0,0.0,778.0,0.0,,,,,0.0,8.06,180359.0,232.0,778.0,13.62,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,	2020-08-13 15:59:35,288.56,18.68,3.0,0.0,0.0,751.0,0.0,,,,,0.0,8.1,173424.0,231.0,751.0,13.38,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,	2020-08-13 15:59:36,295.49,18.97,3.0,0.0,0.0,754.0,0.0,,,,,0.0,10.36,175821.0,233.0,754.0,13.84,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,	2020-08-13 15:59:37,290.36,18.27,3.0,0.0,0.0,805.0,0.0,,,,,0.0,9.43,189475.0,235.0,805.0,13.1,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,	2020-08-13 15:59:38,301.66,19.12,3.0,0.0,0.0,703.0,0.0,,,,,0.0,5.41,164445.0,234.0,703.0,13.8,3.0,34.5,-66.0,17.0,20.0,6.0,25.0,18.0,21.0,22.0,2.0,-65.81,-79.88,-78.13,-77.88,-79.56,-77.63,-78.13,-80.19,-68.06,-82.44,-78.38,-84.75,-81.06,-80.31,-78.13,-78.81,,,,,,,,,,,,,,,,,-86.63,30.25,9.88,19.56,17.44,16.44,13.56,16.81,13.0,32.44,9.69,13.69,9.31,18.63,19.63,14.56,20.56,,,,,,,,,,,,,,,,
